candidate_id,"x [nm]","y [nm]",Δx [nm],Δy [nm],sigma_x,sigma_y,del_sigma_x,del_sigma_y,p,"t [ms]",Δt [ms],N_events,x_dim [px],y_dim [px],t_dim [ms],frame
34,35765.26551810809,38322.370762773295,26.07333873901043,7.651168038466207,137.26496648568212,67.99971640682162,24.56486066819035,7.755682224802426,2,5475.316681818183,150.2101150081524,44,9,7,528.027,5034
35,36129.17078827154,38839.48379975584,8.3584979503878,14.458933001965304,69.13104098560956,120.18605899773532,7.458909830776749,13.067554923466393,2,15860.71287002129,1628.410110540063,189,19,20,715.147,15420
36,35998.25616874888,38545.42846709309,15.326554015515399,22.172154124719775,113.90202101533131,164.682220680764,14.48601921121549,20.939956927747613,2,32739.195678530567,10.146054016452972,125,14,16,914.6280000000038,32298
37,35961.7854533486,37284.47932912195,6.151159407825634,6.306048458073046,103.88325596474978,106.43619799340513,5.86066348879805,5.996981353765159,2,45124.539025,180.80028664088096,108,12,10,748.8650000000075,44684
38,35963.21908489187,37724.70949293093,44.52866845816536,38.08653817262696,30.384085597222345,94.55404178256359,189.94562860092776,48.66859476509909,2,1060.8112075501035,1720.4712201009863,38,6,8,289.325,620
39,36055.07849776576,38740.66909825796,6.690883616681785,7.304971530489841,61.74542474025159,67.70289896001933,6.406503233075908,6.905416487866907,2,2161.078268076869,74.49229577060208,44,6,8,383.48700000000025,1720
40,36227.28572446422,38815.60697609434,11.593686320297007,16.844243274037108,63.68546140012229,92.4537398881225,10.90889815501903,15.709022407364827,2,10502.03887884716,0.02613836090542604,55,7,12,605.2719999999981,10061
41,36158.32308133992,37625.312947200604,5.1810424469025005,8.992007154632567,63.309055734441145,108.46013715135072,4.788121035153882,8.382766454837807,2,29200.208474568542,110.43089939877615,52,10,10,332.232,28759
42,36992.27924030227,38673.93375755982,7.902538033180482,11.918701529528075,54.59386565798145,82.768972169265,8.417881921003632,10.775707096126371,2,47235.23523170151,135.67228248482638,121,15,12,589.2929999999926,46794
43,36510.035176090154,38261.16020298495,58.804048190321325,42.73858645388834,272.7584095411763,215.61317738740917,84.70111321679883,58.35722507136455,1,38056.33299999999,102.22139589391266,74,15,11,390.45300000000003,37615
44,36288.85216240059,38769.853427983224,22.67215672794192,13.082971529443073,130.2807557160941,74.8180259131163,22.719567331296492,12.919921917612154,1,28572.577952380958,84.66675629699589,34,10,7,288.331,28132
45,36249.888778452754,39045.11062647304,14.268051434919986,28.087736007141135,69.4575136424595,138.66604529428596,14.056651883083015,26.15469262607545,2,14829.022677832063,46.166274198013355,50,12,11,353.09000000000003,14388
46,36387.8345748197,38006.69495511142,75.75092671566189,25.520211157387944,235.13950072462367,32.10965661130596,119.97332982475791,12.779296509830694,2,31210.900929740852,6.151627952781523,36,7,8,396.32599999999627,30770
47,36468.235384552456,37958.4521244333,11.802498846285426,10.634700094737111,89.83830770629113,81.00589846446593,10.789686969509074,9.665393394671062,2,1525.4821770723856,25016.0800317488,85,10,18,318.543,1084
49,36361.27475564646,38733.48570964606,16.130875737618627,56.748121764066894,70.27071491159306,212.2291303203378,17.887233646205733,66.6219623056408,2,43525.74075000001,68.85438487117254,34,6,9,332.56899999999257,43085
50,36538.14639195084,38075.268179946455,12.592042805780785,15.257491864100828,96.99270115497484,117.06826867719435,12.506143093380846,15.117219536275542,2,23400.61299501745,199993.73589105695,64,8,11,436.142,22960
51,36619.93175939448,38174.109566320025,13.852025150871281,16.801116477417693,100.47297795955119,120.88564459584481,14.678669740096822,17.659810223180166,1,18748.195115384617,110.34348813951077,61,8,9,385.588,18307
52,36535.80547996657,39060.050210914414,15.434299753004863,30.36982329912151,116.30412008355503,227.31798256357965,20.033144575142767,37.4499464160255,2,44273.73947461283,13.549536979979937,84,7,11,437.216,43833
53,36703.36234773125,39543.66995500514,36.88052021209578,30.21389181699444,100.64895738418203,97.96639011266524,40.99538011746567,31.515338414533794,2,22471.83436463655,95.30970046826975,55,6,8,348.109,22031
55,36701.56461742843,46813.55478116295,10.674504732205087,6.713098410712494,92.94348058942236,58.71515268322391,10.177018063328555,6.169793389996237,2,26219.50891788784,23.625497610120384,94,8,7,479.71200000000374,25779
56,36848.9738410104,38511.94335042981,14.49951928252087,32.803728313375956,74.30674326108038,81.52194879783957,14.602391918615751,32.263167523959034,2,25981.769769230763,83.29483736809583,36,9,3,385.303,25541
58,37336.21577451269,39175.91853627721,9.007936246063142,19.28865326747345,68.70678632001986,137.87048616956065,8.339194922467406,19.2367362046701,2,22732.63451436297,50.364330785516515,87,15,15,565.988,22292
59,36985.68908201726,38991.36285284118,11.589171792135275,12.389851020736293,105.91445935381114,111.79619089501449,10.811550819553952,11.854174761002279,2,17398.732349025693,10.617975958938963,76,14,12,470.03700000000003,16958
60,36770.24087221516,39587.319119087246,36.86744527381699,20.270056070773453,91.5859665886193,80.0182049451773,37.798220223146195,21.97236345101965,1,10358.702872599326,0.022268409253514726,31,6,5,369.207,9918
61,36827.71752812162,39864.00989267519,8.89793386456881,12.657080149354375,67.40949324988529,96.43113574273033,9.260069387224302,13.128204017715344,2,12303.858969126073,38645.56580187659,40,6,6,395.32300000000004,11863
62,37176.59333864294,40245.88950782628,3.509415890365889,4.642506894582203,73.53765567779747,97.33346343730105,3.1902091126118064,4.2339117234347095,2,3801.2369099131834,37.90598388443163,211,17,11,995.032,3360
64,37661.219665885495,40620.40588039134,15.2549125999139,19.638112826456,125.83287030326295,157.5551254572108,14.110304455647192,19.066085744878855,2,45304.20452542708,15.273211162433673,142,18,18,465.83500000000004,44863
65,37078.92435419484,39888.77783652905,56.225716513243285,11.005566599170045,298.4137190992578,84.15039353325153,63.386953914106115,10.921014339684628,2,28029.06335527981,1352.3305150541596,101,11,12,716.7330000000001,27588
66,37027.97573820757,40056.97913378425,8.277125766041598,6.0722769134703825,89.7539518203425,65.67969541589537,7.561582124734574,5.539593015704459,2,25918.290068965518,99.70972483264659,51,10,15,590.403,25477
67,37082.71583191996,38790.19233105529,12.058512685530182,18.28964213016829,88.27052258843436,97.67091178986834,12.57499366003887,19.315029259071157,2,4728.8753125,60.68035790900404,35,7,6,247.32199999999906,4288
68,37143.964511932616,38977.11767104751,10.25407832166487,15.980042963078127,47.39473358980675,79.67157052211503,10.755095627603414,14.639903019332687,2,26572.14264333884,221.96343517691432,62,8,13,373.702,26131
69,37102.209293821135,39967.54150016011,16.002544264901914,8.138971368777225,98.49110379373025,50.43184069372182,14.643417197716008,10.291158284963819,2,20727.738740968256,2007.403552979359,48,13,12,429.45500000000374,20287
70,37177.2653377518,40140.765467187804,13.862413541116013,8.037239325803473,120.82586409992663,70.0403589915889,12.692602207135845,7.368769528565272,2,46236.202687230565,11.438792386071562,148,18,11,794.3720000000001,45795
72,37481.39800176369,40640.34929960843,11.89568131942128,16.623208291612997,91.67087178448722,128.05591994515478,11.007779220723277,15.371709429070485,2,36079.62125539463,5.273449821523458,207,15,14,967.76,35639
73,37399.54835940275,39361.21161088744,6.429077176079659,9.391397066576591,54.436746294937485,79.56513341887742,8.066314393242237,9.331035233672502,2,32707.134999999995,75.6055622082359,45,6,6,402.612,32266
74,37387.523093531614,39327.252425825835,10.700794534855048,8.31960492572965,68.98932781982238,40.171827320362596,9.85751048037861,18.066706353548497,2,16119.94676678702,18914.864379253322,43,10,11,379.11,15679
75,37604.50810892283,39652.44293891157,4.019870021989103,4.097007055203509,83.91074454922384,85.59437190181089,3.7348763081327743,3.7892174617353076,2,16771.128837508673,49.088608359727495,111,11,11,647.242,16330
76,37944.17623630175,40497.28753801384,12.937453616201358,30.639247050062348,74.06051105976593,162.5276634834708,11.852936273044355,30.73145799846163,2,18907.513666666666,116.18751422718493,105,17,12,619.489,18467
77,37284.92945448472,40443.00286246628,21.21732030397468,20.455318159044033,107.8906869680327,99.70772573524215,22.97152725069909,22.842622317968583,2,16111.56586710274,138076.01378964912,39,7,7,250.71700000000186,15671
78,37438.737047928254,44367.37097718759,28.772484138148336,66.72719983246994,170.0583054412849,208.0437135015036,64.86793476849826,98.34450577735517,2,21929.6674037684,990.5060779766235,76,9,7,450.021,21489
79,37365.14483761147,44512.54638134812,11.75990308909904,14.224802729983438,96.77758388349501,115.8672097481988,12.608304604649124,15.086748934230208,2,23323.87311251074,1692.1404889262594,81,8,8,593.297,22883
80,37313.66351693946,39138.98142555216,9.783070954217804,23.539402195936816,81.17650150486595,132.90762286829786,9.854385852279039,23.90904737701483,2,21743.49835652516,83.55703285844798,79,5,11,434.928,21302
82,37448.73117357707,40433.27219092385,13.33047499509124,23.053827171933957,84.63271079699848,145.4563822966276,12.395973026553264,21.70467691775292,2,14304.473555555556,162.5136448900427,81,14,14,598.6030000000001,13863
83,37523.38381630135,44828.0209544208,8.84938210383454,14.80692480446741,44.53686999158325,87.14279605695612,5.441370794561823,13.402548337643811,2,29914.98576666667,139.34022496385933,70,10,9,597.7549999999962,29474
84,37482.22593003454,39537.40663793878,11.198570014047602,13.877337449035792,132.30605111121062,163.9334251273124,11.076085248176428,13.65128044623676,2,47927.293608635504,40.137195317273935,117,14,13,591.607,47486
85,37832.17075939115,44272.73314952309,7.558091310649347,8.978787996893171,93.83125748499252,110.30752615733769,7.02372959575611,8.539772441251651,2,36207.2211870735,45.87407057526765,121,13,12,663.78,35766
86,37546.43627910268,44547.83430203263,56.94652850109098,11.889387380452828,324.788523339026,77.77267356051098,64.09625541060562,12.168544836009602,2,11104.708886400695,74.86875195750105,56,14,9,476.077,10664
87,38236.95365502352,44436.62783538203,38.350739146931645,11.11370676290948,172.76390952629714,66.07789167466252,38.196110661337535,10.05536551715659,2,32643.66444299189,745.0783678122694,138,15,13,595.4450000000037,32203
88,38147.468406831555,45311.920563655985,8.956199726492699,10.547486262362124,80.84797759102499,95.1684999007429,8.139042476324688,9.587650765407702,2,44433.35118778574,369.44910346523085,148,19,16,558.6689999999926,43992
90,37743.147529426526,40575.3231853968,11.90603651129374,33.826673618680914,48.935006060349664,128.3712459598999,10.144508453956714,34.542266307344725,2,5122.859903225805,97.02979177430431,57,13,7,488.272,4682
91,37782.454032132875,44330.795197899315,33.83012554148913,8.890103427255093,329.33378334540095,103.07933415586686,44.31260368064731,9.242842707629054,2,43488.51493887019,17.868966729299288,178,12,12,732.19,43048
93,37715.257749123004,44332.697210280596,9.746918710837896,8.61406005633871,95.20449507666869,84.0063371117703,8.865580001458742,7.867724407278428,2,27279.50765544937,2420.3931560697697,155,17,15,746.4210000000037,26839
94,37452.68105439008,44777.12934045491,13.757778040812099,8.149481393754561,102.21526178258273,73.76365581551663,14.372784081871565,7.907696403928908,2,38492.160916952205,0.015181524334028642,45,8,8,420.658,38051
95,37707.49403830617,45019.12462615525,9.05639592218521,10.289140530515088,95.57501839449648,108.57359064722039,8.337477034003376,9.4653712069526,2,10003.861638791795,44.71274485201197,173,15,14,718.922,9563
96,37552.80738316511,44276.62945250169,13.36973593422224,16.102806369332274,73.58459905291537,86.18352538802353,12.272190805855933,15.822643698474918,2,17309.2712631579,169.3727664170748,101,11,8,759.4060000000001,16868
97,37454.323894744164,44336.09519392117,63.49404535312625,10.559234488727483,154.4603763477301,94.39388047933082,45.44867511628098,10.554603471807663,2,33402.29538663749,87.82449481460458,94,5,11,561.789,32961
98,37513.3924394044,44256.72249216137,10.191243870641149,8.955227422042299,83.67107623273797,87.9279637600037,11.018385834611752,8.662196299487697,2,39914.51167857143,129.3443390519644,85,6,9,754.109,39474
99,37627.93767634518,44328.407445679564,17.10614153597844,17.016520873466416,105.35261441538587,85.11503808251129,20.204071308533322,25.58381814624109,2,5047.616400000001,141.1924992223029,51,10,3,479.016,4607
103,37830.723777349995,40642.904641515575,61.85395905946421,21.637318674341913,156.1390872576946,101.48016779651604,72.29200557836185,33.37978063949275,2,13729.97610629059,1412.2117538010853,43,6,6,226.961,13289
104,37730.09005999682,44314.426466724464,17.214095310799845,10.969811870412807,99.3646373951934,62.9450837952169,16.407173542191238,10.636798160887782,2,48312.162708246724,38.09753938353963,39,8,8,377.065,47871
105,37920.68028475282,44403.75998916975,14.531380687796286,7.122760018169416,107.76818254733516,51.95359207866346,13.285061597067042,5.34125939314407,2,7337.773691629894,2535.1739781976617,57,13,9,404.712,6897
106,38444.69851318059,45482.92509009394,10.161211840311392,12.387366607991176,63.672135947715425,77.64892535363487,9.22334503500796,11.455973538464146,2,5696.385890723218,31.77199744835809,137,18,13,480.023,5255
108,37707.9966170957,44368.299260695065,21.506645631225368,17.015294888767997,135.1590754900136,77.61602164911142,21.552268458730527,17.440701060020686,1,2018.9061067367682,304.47503575298185,62,10,10,387.975,1578
109,38021.92238530869,40533.09890547514,15.708393349671566,17.54171090802257,88.63766121757138,75.45655681439908,15.24985947760715,18.59406779061367,2,28253.20139192608,7411.441836000473,54,7,8,264.522,27812
111,37825.736943528216,40623.386446533674,13.211268498675025,21.123150411812624,88.82674560007439,132.53223277148354,13.280035890011753,22.440580643869744,2,48460.61925,93.99844350938747,30,8,9,371.556,48020
113,38617.82994570958,45131.78079626083,11.345289802794253,14.977748417831801,133.18883009744044,175.8297169413059,10.68842974458504,14.112600725062315,2,35484.777130544106,504.9258802127059,261,16,18,887.619,35044
114,37829.68873960665,44292.99547860336,7.899688472830744,8.10994026477703,36.40357230393109,77.3606427233526,4.645939263657794,7.4344429400899745,2,36779.17763636363,65.28048539574486,21,5,9,307.573,36338
115,37981.59014624289,45244.742997703106,16.783205157057544,5.804584324158968,122.75692402358244,44.037457849666424,15.976024230383318,12.69379257851859,2,4454.217774194816,0.0,55,13,9,412.689,4013
116,37907.66266887172,40588.78153396991,9.74291063945433,16.80914313159853,61.80484751335487,109.31979814188254,10.324845891001726,19.362324228431653,2,7478.449071428571,58.785021765101654,36,3,10,335.603,7037
118,38258.41138716614,44681.26890573386,4.483846524371546,7.981934132989683,55.24333787329367,98.66901775751919,4.010366164997055,7.275213026284632,2,30987.725743987394,1253.8519885202008,61,13,12,448.875,30547
120,38088.77862040762,40297.85035098513,7.769608003845844,16.456248152936798,49.161769487978866,103.72698760406875,5.91967166439324,17.13198202020238,2,42658.23066666666,86.2088766509705,33,9,5,294.1,42217
121,38112.91562170764,45147.78028671826,21.97374142755837,48.70241334161953,103.69731629007347,210.19639390313984,23.46339666978303,53.378777017396814,2,31764.02807603779,438.20655512051894,43,11,10,249.223,31323
122,38138.55731650418,45305.249510236674,20.976767994631157,29.111419501469374,40.884447700996446,86.94676784305435,20.641483869772745,27.533937126885178,2,11522.946981671479,1229.0035955075546,33,6,7,194.35500000000002,11082
123,38577.753313158326,45496.01780474032,8.101826680733929,6.0900347658942,100.0847227143528,75.19459797948909,7.380243144166925,5.523761025365287,2,28614.17965282405,41.964123966990165,106,18,12,395.5199999999963,28173
124,38554.031095244296,44563.34293451086,6.100755871082213,4.945819526711212,71.29648425299064,58.051407452366554,5.60746925315513,4.213085986952832,2,46777.5035613669,527.3396412423053,85,12,13,576.189,46337
125,38365.86395669858,45064.57355761718,16.24955900044538,22.49119010868547,75.88633041220555,104.76337398767694,15.66959961799272,22.13070440791013,2,46353.88757692308,80.14431093978736,38,8,8,355.135,45913
126,38418.47708925617,45312.56200222722,12.34975164295484,12.833863755007293,92.40511071079383,96.24380004470056,13.307626295237874,13.86981218309499,2,2029.7665776987576,17.375815533496482,39,7,7,280.072,1589
127,38552.078135496566,45264.2941154231,31.0827620223088,9.859608218192212,167.02042996485045,44.800247380528226,30.057012349628053,8.137445231005811,2,42569.21879987227,1435.50792224395,40,10,7,455.442,42128
128,38588.7946884688,44745.91082226537,10.84510592476871,14.073154068633356,85.6207747715494,109.67081159652335,10.012967160485147,13.398036658068621,2,10978.628507882137,8703.728065731013,77,12,13,658.299,10538
129,38617.178578927786,45246.72072200841,11.63550946900186,8.010341318119398,103.33969588259518,70.98147062644404,10.867486124140282,7.3561460551127436,2,22476.19088602974,705.8012439459116,62,9,12,450.85100000000375,22035
130,38758.43930459011,45220.31771245285,11.287225344266187,11.575771634257222,164.94882620563,168.0165222312004,11.425721868970314,11.588513689508279,2,33180.99206792275,2.7760187645376577,105,18,11,647.7230000000037,32740
131,38477.81278911122,45557.29618546273,16.755922353274208,36.0736749307609,84.84409064127284,29.84624047380331,39.33360373153762,180.30715219494618,2,47959.460426691134,481.24961735402786,78,13,13,602.966,47518
132,38503.09054588307,44550.62414611121,10.231216214589736,8.37701561517362,70.43061842536493,58.29927663040313,9.373005950681616,7.28989699889664,2,34887.41299069735,19053.24186250764,38,9,9,299.682,34446
133,39066.02154360834,45711.530779091416,9.962772564874184,10.321237311970277,106.73419585236226,103.24168236941127,9.253025247873223,10.439627659758965,2,39826.057961951985,60092.79313152039,82,12,13,387.0279999999926,39385
134,39030.28790602813,45225.645627921345,35.28030857277679,23.055435403795936,261.62975134771,184.37037428916022,45.65002292482617,32.75516692075477,2,23705.541638661987,37.49110407424074,99,12,13,603.9690000000037,23265
135,38997.38459510595,45577.25966801528,22.24487162549627,12.417796643930279,141.0382355556481,77.30542006675452,22.355578091568326,12.745283201316873,2,38726.53576666667,116.6915544612324,71,10,7,683.383,38286
136,39395.36305401398,45077.66784451745,48.820333244978144,15.186989523843,240.91022945674564,112.45049197691388,54.42711422041448,18.835922134491657,2,27036.206874536485,1655.9289228476448,90,10,8,666.725,26595
137,39376.010931906385,42309.12566503418,11.042346265975516,9.27798681955604,103.1814971045837,86.67892606963474,10.152866478658842,8.543262928798272,2,18303.19408972997,1348.602262029746,114,12,15,784.8819999999963,17862
138,39414.09083187985,42722.30713074536,30.687362288827373,22.11778362527186,128.23967533461303,92.80608669210838,30.323376604788926,22.19985316262239,2,13270.80330769231,120.11830495639543,58,8,11,495.81,12830
139,39519.441812515026,45382.54431342479,7.234192108264214,21.51172691745094,85.23508335487321,245.68662330148732,6.912641065746193,21.33418344348975,2,26586.333160212107,9650.913719869064,116,15,14,458.531,26145
140,39399.10826298525,42164.58954545985,9.97477265943577,37.55874370942799,60.70898550496463,217.59233833913885,10.385657790051512,38.83811675175078,2,1250.9672264819142,6220.735428934235,65,8,12,371.6109999999999,810
142,39583.03471942348,42863.270361303905,20.338249971449123,12.651994340348374,160.45112509519237,99.84600107723895,22.842940665009532,14.115149691902989,2,47086.618341463414,131.7067849467342,129,12,7,802.97,46646
143,39589.15039737317,42874.87731294118,27.266190656754418,8.83075769371802,183.42118966214602,80.67825564349421,28.18615322596212,8.518241530835809,2,2576.703024945656,3635.4228064453964,68,8,14,519.726,2136
144,39585.93656578413,45842.73237069389,10.055558161430525,9.439634182737997,58.01516026433135,54.188346390492484,8.988195456618037,7.517273823421564,2,1640.9525416666668,83.74094170315735,52,10,5,570.191,1200
145,39513.95870897405,40261.03219294092,15.923892749750229,54.79845412726533,98.15768000624091,295.7286264063544,25.631466050791513,79.02841650689572,2,24753.133422038183,85.42488318145969,85,6,13,382.98499999999626,24312
146,39532.85049400021,41165.41561046131,7.621048920545542,9.259978673051185,122.84431864855142,149.75936640235994,7.129485621505132,8.610524694063415,2,39526.86647671552,687.5326819274566,414,15,19,942.1180000000074,39086
147,40173.429653381696,42256.54584732893,14.54532869450657,14.494878172079233,96.19404055458554,97.78830591189521,13.907008785480715,13.23954497341174,2,37864.95944112233,5.475797294513658,226,14,16,783.744,37424
148,39439.15124735317,42225.18800369422,22.089082734840552,33.984523114576824,90.84692396914912,140.75544138815343,21.760486162609546,33.511544179060095,2,35207.154802617806,130.09936212403593,72,8,13,490.169,34766
149,39473.54984212342,39273.22506422174,27.262615669862388,16.15402312346869,128.22224500678448,83.47610754365961,33.96165067033599,21.917547489514256,1,16537.181944444445,67.74471511119533,43,5,5,364.28900000000186,16096
150,39448.17671869942,39272.401269865906,7.176384533411574,11.65106876593157,74.07781868801776,116.69459278110246,7.4408660962037585,12.008556166882805,1,26794.52099700769,0.013543086257826109,43,9,7,331.447,26354
151,39491.63204109044,39321.88214387594,10.938633087669016,13.423436972309188,81.7630541607644,101.18088221777879,10.25701574217524,12.349250636465053,2,29969.662913950393,105.10459958047032,157,10,16,609.968,29529
152,39883.23190342214,39172.85720700877,32.17990603510657,11.08899965925225,244.59948434668405,91.16641075975997,33.877096263671945,10.95271926428429,2,32697.978691160708,26.155888094393408,144,12,13,424.03200000000373,32257
154,39492.78457392283,40152.26014618002,9.896110146332932,31.998297491825653,64.9809188805938,201.16906861737323,9.949085918622515,33.111769302465376,1,23685.88174018703,42.61429647590391,42,8,11,280.185,23245
155,39649.97081101889,40577.208621871134,41.43432943982957,9.91390658379674,300.845317133102,101.31822356641364,40.99658909210201,9.330150922973086,2,46492.23102481091,665.9682432474824,186,15,19,721.081,46051
156,39497.72026984542,41310.711709504714,10.370429904323913,9.886597942621146,107.83645142077204,108.70609460194675,11.950593349587496,11.29721801495501,2,1802.355978167427,0.0013491122671690247,92,6,8,286.401,1361
157,39403.35121531082,42120.13879112486,20.931358266969596,11.848893095329778,80.22761795461044,73.85203614700742,20.584912432033452,10.72280663907145,2,8206.277626516432,22631.043861216756,58,6,13,340.541,7765
159,39459.13735057628,42691.630740240114,18.595710354239237,16.709978476941135,102.19624731918063,109.33998541767586,20.320744434876627,17.027382713847462,2,36846.05207536931,10.504332305131262,72,7,9,452.259,36405
160,39477.90376912012,42616.02229104546,23.423185374527616,25.333708558112946,121.8968412511628,133.6751635916882,25.825583334939644,27.605866770880276,2,22933.0711667196,127.04806581994934,60,9,7,480.069,22492
162,39835.4126708123,45916.13544912724,5.720032835174933,5.96274329955794,103.36146911603267,107.74752925117566,5.431041989717503,5.655632484426027,2,17687.53690203363,1113.2322859194896,189,13,10,680.375,17247
163,39690.65120483318,39136.57647013081,10.653028142040386,8.222877896735469,128.56637016240032,99.84668509219495,10.722907414040456,8.310983142205847,2,15015.644488700891,619.0718447950054,106,9,10,535.54,14575
164,39653.22838052607,39489.479295338584,9.711028012458785,28.615345642588554,69.84075619292601,194.26811152837973,10.37701207584419,30.920369119929955,2,47401.02455172414,119.6850878734767,64,7,10,612.177,46960
165,39594.018481235864,39502.84873160348,13.85188681037732,49.97178834685646,85.26820677555685,299.92166949337957,14.261207895459489,51.56320253131554,2,41417.454855729666,461.2637404408486,115,9,18,523.039,40976
166,39504.16645691049,40565.38766904692,32.788078242872984,24.41545829238269,94.53444386307419,102.98573161746816,33.16454667151482,22.925388121277436,2,10234.467613832294,26.908371431196038,60,10,9,233.87,9793
168,39924.91029342244,41925.41965394564,11.512339444919933,14.576995717757352,81.45528637016415,103.40404754052722,10.788322046554883,13.545487107568228,2,38400.31427931268,18.96146455745857,105,11,12,541.213,37959
170,39552.504125719504,45201.25381417993,16.75714718468242,21.298142281187502,77.25523875792783,130.53880137811538,33.19765904762133,53.54888602896095,1,25622.617889089557,49.360001732299125,39,3,6,276.064,25182
171,39597.61439550154,39702.0322306954,9.136185725810476,14.20960243222535,75.88264757904761,117.94243646842838,9.176487747928569,14.108805881774604,2,7879.414777777779,103.25233282678336,42,7,10,415.474,7438
172,39553.559982529776,39673.20388284033,14.523986609819389,23.33141909716147,44.98442966160674,119.82011566984175,37.62315419467495,21.965518340346822,2,34585.93189655173,157.864244309916,55,8,11,509.529,34145
174,39785.752589854965,42969.40617509518,23.266350225387473,9.031360522602933,171.4217513826173,69.78255332938139,23.031972420412018,8.537990219915558,2,9039.386780597699,1112.7700181289747,185,10,16,689.431,8598
175,39593.30273621782,42740.58157527687,12.702822013570978,45.489379626057016,75.84844914899206,219.68746687650946,23.268568761451213,71.64504493819993,2,46318.348084903395,21.12209778748284,26,4,9,263.814,45877
178,39830.13266540794,42842.023731350506,11.314447542285551,11.543819828503526,144.48052412937764,139.40127552163867,13.089490416812366,13.091206302606713,2,7404.700831857756,62.923894640637826,108,12,7,476.264,6964
180,39918.79791863254,42816.465356479035,11.881533062322811,12.574379719120978,135.4137823364107,139.2909029132249,13.522050933419006,14.007892602242766,2,35722.62215595218,801.5508270278718,78,11,8,371.649,35282
181,39794.00381959611,45573.155134960194,35.56372303187222,17.97490344499053,148.5605062582563,79.83305473680815,39.90247600811228,19.46179839690214,2,36103.31049652236,186.9703213806865,41,9,6,327.815,35662
182,39765.60043169158,45800.271041004606,7.565131375908676,7.534511144346142,83.62542633754538,82.17923965600563,7.405187362632045,7.477252360065187,2,3446.737964000484,223179.8575848454,49,9,6,425.30400000000003,3006
184,40067.810879186116,39198.290844947325,7.410723397164258,6.55928049399806,103.1502751549292,91.28916351359513,7.077031461795897,6.2852142931125865,2,43202.49306913674,229.30837796049798,79,9,11,425.361,42761
185,39903.09480127077,39109.514634900224,11.452748323111068,19.004970543307895,78.21617040120489,95.86941343724251,11.670153750378326,19.66953923652077,1,25614.832263157892,121.45996653558535,35,8,6,411.014,25174
186,39665.87411002759,42946.748709075575,13.80500477984494,9.903840494191197,89.51817962995007,64.21181747885579,12.88357911328905,9.358917371321663,2,11463.015666666668,70.09967882158126,30,8,10,325.034,11022
187,40137.55738591779,42501.46068141468,25.690406875323887,45.9708999952156,152.03811369118336,276.21583307955353,29.16262273746365,53.10009359750061,2,24959.596720729296,27.995897120100633,99,12,12,397.476,24519
188,40182.39303589608,45698.866027994736,11.951212278453196,10.378922466966149,118.76617988670355,102.23359491464694,11.749813319144355,10.28428345350762,2,12684.979202741495,1076.4378528556679,118,12,8,623.6270000000001,12244
189,40184.16313486895,45719.023272804174,36.5078671895555,45.64981601225767,316.649369995892,204.63748019377147,43.14119980955272,46.492283290416545,2,23460.6591930466,349.6971130265446,149,19,10,508.648,23020
190,40039.62331559828,36244.613310565735,22.57403766811671,53.22444843655362,78.62295282134026,168.10726023895313,24.50804875220804,63.775499277508736,1,14395.361166666667,19.357438162686343,33,8,7,65.767,13954
191,40170.15367307806,39800.025616300634,4.1465178103927585,6.623180728138081,79.8079543843937,127.49073399629866,3.9235216934645303,6.22620627054829,2,39503.39142574096,480.4771422752178,129,11,12,881.706,39062
192,40078.06044771829,42673.59409352138,19.873858265855493,26.566212611848115,134.30391602974032,92.36021939002855,21.746355437845505,24.609693077818676,2,6017.024976324517,12249.151704907714,70,9,5,551.3849999999991,5576
193,39830.54029465148,42976.25269574604,9.923736884713643,16.19240236139313,71.2742304860552,117.96982786131323,10.298434011368132,16.00379533724588,2,3745.7111052631576,94.31505127797936,31,8,7,336.144,3305
194,40231.25936326079,39995.044500269454,15.31022242815311,46.945662161615545,83.18138466809313,142.5525841179299,15.558146058767651,44.82969398180867,2,22682.116205644434,1048.2020890170681,63,9,6,352.469,22241
195,40342.07534074463,41292.69098813547,22.20436042303939,10.750973508172777,111.09916224910546,98.51055400578325,20.243576106791448,9.846100482777365,2,13452.120257751052,4.035758124126194,78,9,17,509.9080000000019,13011
196,40190.92813506152,45720.24263582958,3.1394215625081774,3.800006969415417,65.38969972580868,79.82651777558782,2.8642303512287626,3.4513009876359737,2,887.93152,108.32786649283554,90,11,11,652.166,447
197,40038.11452604895,36266.14799497893,12.78419672282791,20.12746694695402,76.03134213277674,120.72698807139112,12.679880500845911,20.129306511717427,1,46360.346347632454,18.8651243503431,61,7,9,451.22200000000004,45919
199,39977.98237108516,39780.20658843228,13.045625558886675,13.735310892233372,39.47067136501432,72.52095217798495,12.884491554161293,12.7805662778921,2,11190.864450000001,107.1300982392319,31,6,8,328.607,10750
200,40249.488063479504,41300.52136431499,12.80641481735209,17.997406831871405,60.78173030022745,84.53746991394452,11.436780404613911,16.510198982746324,2,31062.840815591666,710.46342058256,68,8,14,385.104,30622
202,39707.5490325153,42815.871670958084,19.70408408161998,15.79887787902611,105.35591318682542,84.62475423868048,19.17373805792832,15.32512919240775,2,44179.68515,113.2836509013009,33,10,8,334.9799999999926,43739
203,40424.702452672784,45698.06409532124,15.883844975686245,16.09980795217222,54.74565967633075,55.69828553395935,15.364342017791541,14.356702558016405,2,6070.892326444359,68.25371372228527,62,9,11,344.798,5630
