candidate_id,"x [nm]","y [nm]",Δx [nm],Δy [nm],sigma_x,sigma_y,del_sigma_x,del_sigma_y,p,"t [ms]",Δt [ms],N_events,x_dim [px],y_dim [px],t_dim [ms],frame
22,35761.49919364993,37134.63396200164,12.962768307348986,12.853403392522837,154.20807005318696,152.93684545463134,12.530381098954535,12.437497965530191,2,8994.62382660801,723.4384501819386,168,13,17,715.7330000000001,8554
23,36119.526628717416,37787.83871236501,21.17146237563533,8.817089754713653,186.5687229173239,77.80763770949197,19.54649077683967,8.064813271356828,2,43891.00186271635,17922.33388304763,165,18,16,990.5289999999926,43450
24,35296.993636745785,37588.92597903162,10.39453424256677,13.962715916540303,47.985353893982264,69.81688317787486,8.641820041381658,12.772740932576731,2,2703.699096774193,85.33275204687739,42,11,12,310.28000000000003,2263
25,35683.782620431404,37101.461732974916,36.269427146422885,18.787617755488736,266.2986391119363,137.75401439085496,37.68942758362534,19.771693776701415,2,5113.075944020563,296.0964195572524,132,15,13,720.861,4672
26,35547.47165479236,37935.73157240276,9.480018318699459,12.300978245869496,109.43962577935979,142.0072167184483,8.7350164117407,11.330410611571597,2,23918.969441612262,62.14948752625572,89,16,19,481.9759999999963,23478
27,35408.24807232549,37047.76057950875,8.498787437579407,7.615747489089124,82.7407499333876,75.08974372776726,8.170455121142199,7.2907393300692425,2,14712.453504509229,1158.7256134040038,40,8,9,404.88300000000186,14271
29,35867.464671060254,37533.37524777572,16.55405196577712,31.920999452739203,216.598157790549,398.19662765814024,21.760462795471046,39.68724686540391,2,47098.13953014841,402.23644830245905,216,15,20,706.533,46657
30,35402.391027146536,37021.76836330112,7.898710080464973,10.257415254806933,64.14019621328202,84.29034794278097,7.230426311074862,9.363399994236204,2,39425.35168185384,16.3936645701466,40,13,11,396.718,38984
31,35710.61022645304,37271.37933109485,39.555345544272335,74.7271927239471,211.82297810017232,340.6795054602528,75.88685096859193,122.00008710701036,2,484.37836010333945,18.666620436519594,65,12,13,519.067,43
32,36107.336777542725,37495.03261694306,8.304620911886193,8.384449982144172,73.17702780776176,74.09623260076455,7.54459527501857,7.591721214341211,2,9845.08854832143,39.142342631700856,66,9,17,522.199,9404
